loss,accuracy,val_loss,val_accuracy
2.413602828979492,0.0972222238779068,2.3967838287353516,0.0833333358168602
2.3714022636413574,0.1111111119389534,2.385119915008545,0.02777777798473835
2.35062313079834,0.1111111119389534,2.3641183376312256,0.02777777798473835
2.3552029132843018,0.1111111119389534,2.3635945320129395,0.02777777798473835
2.3392112255096436,0.1041666641831398,2.3572821617126465,0.0833333358168602
2.320603370666504,0.1458333283662796,2.3561408519744873,0.02777777798473835
2.3199872970581055,0.0972222238779068,2.3478434085845947,0.02777777798473835
2.2777297496795654,0.1666666716337204,2.305083751678467,0.02777777798473835
2.219313621520996,0.2152777761220932,2.20300555229187,0.2222222238779068
2.034708261489868,0.2986111044883728,2.114752769470215,0.1666666716337204
1.786185383796692,0.4236111044883728,1.7302165031433105,0.2777777910232544
1.4167988300323486,0.5486111044883728,1.3984345197677612,0.5277777910232544
1.0496652126312256,0.6319444179534912,1.0472391843795776,0.6944444179534912
0.7888083457946777,0.7361111044883728,0.7407711148262024,0.75
0.49403291940689087,0.8888888955116272,0.5909591317176819,0.75
0.45954233407974243,0.8125,0.4088076055049896,0.8888888955116272
0.3988085985183716,0.875,0.5440748929977417,0.8055555820465088
0.2959509491920471,0.9097222089767456,0.1862785518169403,0.9444444179534912
0.22065125405788422,0.9236111044883728,0.15946286916732788,0.9722222089767456
0.17926578223705292,0.9583333134651184,0.10220538824796677,1.0
0.10249785333871841,0.9791666865348816,0.11520254611968994,0.9722222089767456
0.09818050265312195,0.9861111044883728,0.086201511323452,0.9722222089767456
0.14074453711509705,0.9444444179534912,0.07222257554531097,1.0
0.1038159430027008,0.9583333134651184,0.14551758766174316,0.9444444179534912
0.0646180808544159,0.9861111044883728,0.05520009994506836,1.0
